status,reason,category,subcategory,prefab_name,prefab_path,canonical_path,width,height,depth
"placed","","Props","PropsOther","AWS_Book_Opened_Red_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Opened Books/AWS_Book_Opened_Red_001.prefab","",0.232,0.046,0.333
"placed","","Props","PropsOther","AWS_Book_Opened_Red_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Opened Books/AWS_Book_Opened_Red_002.prefab","",0.232,0.046,0.333
"placed","","Props","PropsOther","AWS_Book_Opened_Yellow","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Opened Books/AWS_Book_Opened_Yellow.prefab","",0.232,0.046,0.333
"placed","","Props","PropsOther","AWS_Stylized_Book_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Stylized Books/AWS_Stylized_Book_001.prefab","",0.213,0.062,0.289
"placed","","Props","PropsOther","AWS_Stylized_Book_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Stylized Books/AWS_Stylized_Book_002.prefab","",0.212,0.072,0.289
"placed","","Props","PropsOther","AWS_Stylized_Book_003","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Stylized Books/AWS_Stylized_Book_003.prefab","",0.213,0.069,0.288
"placed","","Props","PropsOther","AWS_Stylized_Book_004","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Stylized Books/AWS_Stylized_Book_004.prefab","",0.213,0.062,0.289
"placed","","Props","PropsOther","AWS_Stylized_Book_005","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Stylized Books/AWS_Stylized_Book_005.prefab","",0.212,0.072,0.289
"placed","","Props","PropsOther","AWS_Stylized_Book_006","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Stylized Books/AWS_Stylized_Book_006.prefab","",0.213,0.062,0.289
"placed","","Props","PropsOther","AWS_Stylized_Book_007","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Stylized Books/AWS_Stylized_Book_007.prefab","",0.212,0.072,0.289
"placed","","Props","PropsOther","AWS_Stylized_Book_008","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Stylized Books/AWS_Stylized_Book_008.prefab","",0.212,0.072,0.289
"placed","","Props","PropsOther","AWS_Stylized_Book_009","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Stylized Books/AWS_Stylized_Book_009.prefab","",0.212,0.072,0.289
"placed","","Props","PropsOther","AWS_Stylized_Book_010","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Stylized Books/AWS_Stylized_Book_010.prefab","",0.213,0.062,0.289
"placed","","Props","PropsOther","AWS_Stylized_Book_011","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Stylized Books/AWS_Stylized_Book_011.prefab","",0.213,0.062,0.289
"placed","","Props","PropsOther","AWS_Stylized_Book_012","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Stylized Books/AWS_Stylized_Book_012.prefab","",0.213,0.062,0.289
"placed","","Props","PropsOther","AWS_Stylized_Book_013","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Books/Stylized Books/AWS_Stylized_Book_013.prefab","",0.212,0.072,0.289
"placed","","Props","PropsOther","AWS_Cauldron_Prop_001 (1) 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/AWS_Cauldron_Prop_001 (1) 1.prefab","",1.062,0.993,1.122
"placed","","Props","PropsOther","AWS_Cauldron_Prop_001 (1)","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/AWS_Cauldron_Prop_001 (1).prefab","",1.062,0.876,1.122
"placed","","LightsFX","LightsFX","AWS_Cauldron_Campfire - Copy (2)","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Campfire/AWS_Cauldron_Campfire - Copy (2).prefab","",2.478,0.933,2.481
"placed","","LightsFX","LightsFX","AWS_Cauldron_Campfire - Copy (3)","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Campfire/AWS_Cauldron_Campfire - Copy (3).prefab","",2.478,0.933,2.481
"placed","","LightsFX","LightsFX","AWS_Cauldron_Campfire - Copy (4)","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Campfire/AWS_Cauldron_Campfire - Copy (4).prefab","",2.478,0.933,2.481
"placed","","LightsFX","LightsFX","AWS_Cauldron_Campfire - Copy (5)","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Campfire/AWS_Cauldron_Campfire - Copy (5).prefab","",2.478,0.933,2.481
"placed","","LightsFX","LightsFX","AWS_Cauldron_Campfire - Copy (6)","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Campfire/AWS_Cauldron_Campfire - Copy (6).prefab","",2.478,0.933,2.481
"placed","","LightsFX","LightsFX","AWS_Cauldron_Campfire - Copy 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Campfire/AWS_Cauldron_Campfire - Copy 1.prefab","",2.478,1.067,2.481
"placed","","LightsFX","LightsFX","AWS_Cauldron_Campfire - Copy","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Campfire/AWS_Cauldron_Campfire - Copy.prefab","",2.478,0.527,2.481
"placed","","LightsFX","LightsFX","AWS_Cauldron_Campfire (1)","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Campfire/AWS_Cauldron_Campfire (1).prefab","",2.478,1.073,2.481
"placed","","LightsFX","LightsFX","AWS_Cauldron_Campfire 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Campfire/AWS_Cauldron_Campfire 1.prefab","",2.478,0.939,2.481
"placed","","LightsFX","LightsFX","AWS_Cauldron_Campfire","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Campfire/AWS_Cauldron_Campfire.prefab","",2.478,0.527,2.481
"placed","","LightsFX","LightsFX","AWS_Cauldron_Campfire_Glow","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Campfire/AWS_Cauldron_Campfire_Glow.prefab","",1.743,0,1.743
"placed","","Props","PropsOther","AWS_Cauldron_Liquid (1) 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Liquid/AWS_Cauldron_Liquid (1) 1.prefab","",0.723,0,0.719
"placed","","Props","PropsOther","AWS_Cauldron_Liquid (1)","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Liquid/AWS_Cauldron_Liquid (1).prefab","",0.723,0,0.719
"placed","","Props","PropsOther","AWS_Cauldron_Liquid (2)","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Liquid/AWS_Cauldron_Liquid (2).prefab","",0.723,0,0.719
"placed","","Props","PropsOther","AWS_Cauldron_Liquid 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Liquid/AWS_Cauldron_Liquid 1.prefab","",0.723,0,0.719
"placed","","Props","PropsOther","AWS_Cauldron_Liquid","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Cauldron Liquid/AWS_Cauldron_Liquid.prefab","",0.723,0,0.719
"placed","","Props","PropsOther","AWS_Cauldron_Simple_001","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/AWS_Cauldron_Simple_001.prefab","",0.423,0.325,0.43
"placed","","Props","PropsOther","AWS_Cauldron_Simple_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/AWS_Cauldron_Simple_002.prefab","",0.419,0.301,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_003","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/AWS_Cauldron_Simple_003.prefab","",0.423,0.297,0.423
"placed","","Props","PropsOther","AWS_Cauldron_Simple_004","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/AWS_Cauldron_Simple_004.prefab","",0.42,0.299,0.425
"placed","","Props","PropsOther","AWS_Cauldron_Simple_005","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/AWS_Cauldron_Simple_005.prefab","",0.421,0.448,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_006","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/AWS_Cauldron_Simple_006.prefab","",0.418,0.448,0.426
"placed","","Props","PropsOther","AWS_Cauldron_Simple_007","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/AWS_Cauldron_Simple_007.prefab","",0.422,0.446,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_008","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/AWS_Cauldron_Simple_008.prefab","",0.421,0.326,0.428
"placed","","Props","PropsOther","AWS_Cauldron_Simple_009","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/AWS_Cauldron_Simple_009.prefab","",0.424,0.324,0.428
"placed","","Props","PropsOther","AWS_Cauldron_Simple_001 1 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Blue/AWS_Cauldron_Simple_001 1 1.prefab","",0.423,0.325,0.43
"placed","","Props","PropsOther","AWS_Cauldron_Simple_002 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Blue/AWS_Cauldron_Simple_002 1.prefab","",0.419,0.301,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_003 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Blue/AWS_Cauldron_Simple_003 1.prefab","",0.423,0.297,0.423
"placed","","Props","PropsOther","AWS_Cauldron_Simple_004 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Blue/AWS_Cauldron_Simple_004 1.prefab","",0.42,0.299,0.425
"placed","","Props","PropsOther","AWS_Cauldron_Simple_005 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Blue/AWS_Cauldron_Simple_005 1.prefab","",0.421,0.448,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_006 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Blue/AWS_Cauldron_Simple_006 1.prefab","",0.417,0.448,0.426
"placed","","Props","PropsOther","AWS_Cauldron_Simple_007 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Blue/AWS_Cauldron_Simple_007 1.prefab","",0.422,0.446,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_008 1 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Blue/AWS_Cauldron_Simple_008 1 1.prefab","",0.421,0.326,0.428
"placed","","Props","PropsOther","AWS_Cauldron_Simple_009 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Blue/AWS_Cauldron_Simple_009 1.prefab","",0.424,0.324,0.428
"placed","","Props","PropsOther","AWS_Cauldron_Simple_001 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Green/AWS_Cauldron_Simple_001 1.prefab","",0.423,0.325,0.43
"placed","","Props","PropsOther","AWS_Cauldron_Simple_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Green/AWS_Cauldron_Simple_002.prefab","",0.419,0.301,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_003","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Green/AWS_Cauldron_Simple_003.prefab","",0.423,0.297,0.423
"placed","","Props","PropsOther","AWS_Cauldron_Simple_004","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Green/AWS_Cauldron_Simple_004.prefab","",0.42,0.299,0.425
"placed","","Props","PropsOther","AWS_Cauldron_Simple_005","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Green/AWS_Cauldron_Simple_005.prefab","",0.421,0.448,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_006","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Green/AWS_Cauldron_Simple_006.prefab","",0.417,0.448,0.426
"placed","","Props","PropsOther","AWS_Cauldron_Simple_007","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Green/AWS_Cauldron_Simple_007.prefab","",0.422,0.446,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_008 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Green/AWS_Cauldron_Simple_008 1.prefab","",0.421,0.326,0.428
"placed","","Props","PropsOther","AWS_Cauldron_Simple_009","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Green/AWS_Cauldron_Simple_009.prefab","",0.424,0.324,0.428
"placed","","Props","PropsOther","AWS_Cauldron_Simple_001 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Pink/AWS_Cauldron_Simple_001 1.prefab","",0.423,0.325,0.43
"placed","","Props","PropsOther","AWS_Cauldron_Simple_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Pink/AWS_Cauldron_Simple_002.prefab","",0.419,0.301,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_003","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Pink/AWS_Cauldron_Simple_003.prefab","",0.423,0.297,0.423
"placed","","Props","PropsOther","AWS_Cauldron_Simple_004","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Pink/AWS_Cauldron_Simple_004.prefab","",0.42,0.299,0.425
"placed","","Props","PropsOther","AWS_Cauldron_Simple_005","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Pink/AWS_Cauldron_Simple_005.prefab","",0.421,0.448,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_006","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Pink/AWS_Cauldron_Simple_006.prefab","",0.417,0.448,0.426
"placed","","Props","PropsOther","AWS_Cauldron_Simple_007","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Pink/AWS_Cauldron_Simple_007.prefab","",0.422,0.446,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_008 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Pink/AWS_Cauldron_Simple_008 1.prefab","",0.421,0.326,0.428
"placed","","Props","PropsOther","AWS_Cauldron_Simple_009","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Pink/AWS_Cauldron_Simple_009.prefab","",0.424,0.324,0.428
"placed","","Props","PropsOther","AWS_Cauldron_Simple_001 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Red/AWS_Cauldron_Simple_001 1.prefab","",0.423,0.325,0.43
"placed","","Props","PropsOther","AWS_Cauldron_Simple_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Red/AWS_Cauldron_Simple_002.prefab","",0.419,0.301,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_003","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Red/AWS_Cauldron_Simple_003.prefab","",0.423,0.297,0.423
"placed","","Props","PropsOther","AWS_Cauldron_Simple_004","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Red/AWS_Cauldron_Simple_004.prefab","",0.42,0.299,0.425
"placed","","Props","PropsOther","AWS_Cauldron_Simple_005","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Red/AWS_Cauldron_Simple_005.prefab","",0.421,0.448,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_006","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Red/AWS_Cauldron_Simple_006.prefab","",0.417,0.448,0.426
"placed","","Props","PropsOther","AWS_Cauldron_Simple_007","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Red/AWS_Cauldron_Simple_007.prefab","",0.422,0.446,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_008 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Red/AWS_Cauldron_Simple_008 1.prefab","",0.421,0.326,0.428
"placed","","Props","PropsOther","AWS_Cauldron_Simple_009","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Red/AWS_Cauldron_Simple_009.prefab","",0.424,0.324,0.428
"placed","","Props","PropsOther","AWS_Cauldron_Simple_001 1","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Yellow/AWS_Cauldron_Simple_001 1.prefab","",0.423,0.325,0.43
"placed","","Props","PropsOther","AWS_Cauldron_Simple_002","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Yellow/AWS_Cauldron_Simple_002.prefab","",0.419,0.301,0.424
"placed","","Props","PropsOther","AWS_Cauldron_Simple_003","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Yellow/AWS_Cauldron_Simple_003.prefab","",0.423,0.297,0.423
"placed","","Props","PropsOther","AWS_Cauldron_Simple_004","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED The Alchemist's Workshop - Low Poly 3D Art/Prefabs/Props/Alchemy Props/Cauldron/Simple Cauldrons/Cauldron + Liquid/Yellow/AWS_Cauldron_Simple_004.prefab","",0.42,0.299,0.425
